Id,Predicted
2539,124.61538461538461
5121,184.7923076923077
5203,124.41538461538461
5238,209.24615384615385
6848,171.2076923076923
7322,124.7
7726,143.46923076923076
7750,205.3153846153846
8025,211.69230769230768
9783,79.17692307692307
12048,84.9076923076923
14287,248.09230769230768
14290,209.7
14314,186.43076923076924
14322,246.47692307692307
15711,227.7
16421,103.48461538461538
18127,253.7153846153846
18728,156.40769230769232
19601,224.92307692307693
20299,98.26153846153846
20724,76.91538461538461
20853,237.72307692307692
20913,201.72307692307692
21293,124.6923076923077
22911,145.6769230769231
25406,171.73076923076923
27531,89.34615384615384
27659,214.74615384615385
28321,94.8923076923077
29013,78.56153846153846
29455,195.24615384615385
32037,201.93846153846152
32100,182.86923076923077
32965,131.2153846153846
32969,233.55384615384617
33223,93.53076923076924
36121,107.13846153846154
36442,252.53076923076924
38638,259.2846153846154
40039,122.97692307692307
42580,93.63076923076923
43957,78.31538461538462
44096,60.16153846153846
44212,103.06153846153846
44221,253.6076923076923
47926,269.05384615384617
50447,189.96923076923076
51572,147.22307692307692
53137,239.2
55498,95.41538461538461
55982,100.13076923076923
57297,244.56153846153848
57618,183.36923076923077
57874,186.83076923076922
58059,78.36153846153846
58467,101.1
60164,416.34615384615387
60666,71.96153846153847
60794,219.2923076923077
61406,140.96153846153845
62427,241.02307692307693
63299,77.98461538461538
63657,132.1153846153846
63719,92.27692307692308
64277,75.49230769230769
64837,94.28461538461538
65562,196.92307692307693
65615,179.15384615384616
66741,223.2153846153846
67299,201.34615384615384
68305,86.31538461538462
68765,216.8846153846154
69921,73.93846153846154
71248,204.97692307692307
72265,86.46923076923076
74073,200.06923076923076
77765,218.25384615384615
82638,218.5076923076923
83446,168.36153846153846
84059,194.3230769230769
89621,115.65384615384616
93313,139.46153846153845
98663,219.26153846153846
112435,104.79230769230769
117425,235.75384615384615
118061,185.94615384615383
120362,227.37692307692308
121861,243.95384615384614
123784,229.64615384615385
132695,163.8
138216,168.37692307692308
140973,235.37692307692308
144087,193.7846153846154
145188,295.3538461538462
148825,203.16153846153847
150804,179.48461538461538
151478,106.36923076923077
152263,193.46923076923076
155296,209.26153846153846
161366,54.34615384615385
162493,188.2153846153846
162508,174.04615384615386
163836,74.4076923076923
165824,59.184615384615384
166541,73.37692307692308
167482,195.6
168546,360.8538461538462
170420,367.4769230769231
172700,140.46153846153845
172870,95.04615384615384
174966,267.3
176135,156.93076923076924
180507,109.68461538461538
188674,248.91538461538462
193105,98.33076923076923
193333,95.1076923076923
195233,64.20769230769231
195971,159.63076923076923
200645,270.2
204833,102.00769230769231
206772,182.5
206957,138.56923076923076
208889,169.05384615384617
213272,96.61538461538461
219818,222.94615384615383
220351,79.75384615384615
220946,222.15384615384616
221043,421.96923076923076
221097,196.72307692307692
225297,216.41538461538462
226021,203.36153846153846
227735,218.6846153846154
230321,160.04615384615386
232618,173.53076923076924
234184,169.3230769230769
236788,281.94615384615383
239899,129.07692307692307
243708,181.7923076923077
246351,190.57692307692307
250311,81.70769230769231
250536,212.8923076923077
251262,90.41538461538461
251277,120.9076923076923
253815,198.8923076923077
254409,211.6153846153846
255476,82.4076923076923
255601,140.26153846153846
256369,122.93846153846154
258686,80.91538461538461
258740,86.3923076923077
262343,222.7076923076923
262405,126.01538461538462
262478,118.8
263502,291.9769230769231
265506,174.2
